bench,config,description,simTicks,numCycles,average_packet_latency,cumulativeCycles,maxCycles
blackscholes,kite_small_noci_cload_picky_hops,,391941000.0,467643.0,4924.010313,14785943.0,2019869.0
blackscholes,ns_s_bwop_noci_cload_picky_hops,,392186000.0,454489.0,4896.19889,14579051.0,2019869.0
blackscholes,ns_s_latop_noci_cload_picky_hops,,303079500.0,296222.0,4840.792831,12952256.0,2019869.0
blackscholes,mesh_noci_cload_picky_hops,,333009000.0,336589.0,6706.750832,14026746.0,2019869.0
bodytrack,ns_s_bwop_noci_cload_picky_hops,,334090000.0,17837.0,4955.808681,21580201.0,668177.0
bodytrack,kite_small_noci_cload_picky_hops,,337321500.0,17678.0,5031.158247,28770489.0,674640.0
bodytrack,mesh_noci_cload_picky_hops,,360746500.0,19708.0,6585.674891,23343551.0,721490.0
bodytrack,ns_s_latop_noci_cload_picky_hops,,330980500.0,17622.0,4946.802402,28053212.0,661958.0
canneal,ns_s_latop_noci_cload_picky_hops,
canneal,kite_small_noci_cload_picky_hops,
canneal,ns_s_bwop_noci_cload_picky_hops,
canneal,mesh_noci_cload_picky_hops,
freqmine,ns_s_bwop_noci_cload_picky_hops,,455281000.0,10708.0,5050.178927,3913010.0,910560.0
freqmine,ns_s_latop_noci_cload_picky_hops,,456969500.0,10738.0,5000.434188,3926515.0,913937.0
freqmine,kite_small_noci_cload_picky_hops,,454639500.0,10711.0,5071.115113,3906352.0,909277.0
freqmine,mesh_noci_cload_picky_hops,,468436000.0,12925.0,6719.420507,4064697.0,936870.0
ferret,ns_s_bwop_noci_cload_picky_hops,,1709705500.0,13478.0,5126.194005,17911992.0,3398436.0
ferret,ns_s_latop_noci_cload_picky_hops,,1684497000.0,13432.0,5088.324533,17469432.0,3348019.0
ferret,kite_small_noci_cload_picky_hops,,1697134500.0,13517.0,5124.643437,17484322.0,3373294.0
ferret,mesh_noci_cload_picky_hops,,1692361500.0,15204.0,7056.065508,18873636.0,3363748.0
